X,aY,aZ,gX,gY,gZ
0.083,-0.021,0.937,-4.211,11.414,-4.944
0.103,-0.012,0.926,-0.977,10.376,-3.113
0.118,0.000,0.908,2.258,10.132,-1.770
0.119,0.013,0.888,4.395,10.254,-0.671
0.124,0.026,0.876,5.005,9.705,0.671
0.137,0.048,0.878,4.150,8.301,1.892
0.135,0.059,0.884,3.174,6.958,2.197
0.132,0.055,0.910,1.648,5.310,1.648
0.142,0.057,0.943,1.160,4.028,1.587
0.154,0.061,0.962,2.136,3.235,1.038
0.160,0.063,0.980,3.601,3.479,-0.122
0.165,0.067,0.989,4.883,4.639,-1.221
0.164,0.065,0.991,5.310,6.104,-2.930
0.155,0.053,0.980,4.211,6.897,-4.761
0.150,0.035,0.979,1.770,7.385,-5.554
0.152,0.021,0.990,-0.366,8.423,-5.310
0.156,0.019,1.001,-1.770,9.338,-4.517
0.156,0.013,1.004,-1.343,10.132,-3.845
0.156,0.005,1.005,0.061,10.559,-3.357
0.159,0.003,1.019,1.465,10.559,-2.747
0.173,0.008,1.037,2.502,11.169,-1.648
0.190,0.020,1.046,2.014,12.817,-0.610
0.192,0.025,1.048,0.854,14.893,0.000
0.186,0.021,1.053,-0.305,16.846,0.427
0.193,0.018,1.071,-1.709,17.334,1.526

-1.254,-0.256,2.354,1.953,-557.495,49.805
-1.093,-0.274,3.082,-12.634,-525.818,83.069
-0.892,0.000,3.653,-29.785,-465.515,114.929
-0.547,0.311,3.910,-38.513,-348.206,118.408
-0.390,0.457,3.839,-26.550,-240.601,94.360
-0.419,0.420,3.529,-6.287,-157.410,54.016
-0.469,0.276,3.135,1.099,-84.351,18.127
-0.539,0.164,2.772,-6.287,-31.799,-0.427
-0.539,0.110,2.500,-19.104,-1.160,-5.920
-0.444,0.121,2.283,-25.391,14.587,-6.714
-0.318,0.140,2.077,-16.602,24.048,-8.362
-0.191,0.176,1.853,3.235,31.616,-12.024
-0.056,0.216,1.597,26.184,38.269,-16.541
0.017,0.243,1.353,42.297,44.922,-21.484
0.068,0.240,1.127,46.509,50.354,-24.719
0.107,0.239,0.970,38.452,52.734,-24.719
0.131,0.250,0.904,24.475,52.795,-22.522
0.151,0.262,0.883,11.414,50.964,-20.569
0.165,0.274,0.874,3.906,48.218,-19.836
0.158,0.275,0.867,2.014,45.837,-20.691
0.150,0.263,0.850,3.418,42.786,-21.912
0.138,0.254,0.844,5.310,39.246,-22.278
0.113,0.246,0.838,7.141,35.706,-21.179
0.097,0.240,0.828,8.728,31.982,-19.470
0.088,0.239,0.834,9.155,27.649,-17.395
0.081,0.232,0.849,8.484,23.376,-16.113
0.075,0.221,0.866,6.775,19.531,-15.808
0.074,0.204,0.892,4.883,17.334,-16.052
0.071,0.188,0.917,3.052,17.212,-16.296
0.054,0.163,0.926,0.732,18.860,-16.785
0.039,0.131,0.926,-1.892,20.996,-17.151
0.030,0.099,0.927,-4.395,22.278,-16.541
0.031,0.074,0.938,-5.676,22.522,-15.442
0.035,0.054,0.950,-5.615,22.705,-13.977
0.042,0.036,0.951,-4.761,23.010,-12.085
0.048,0.027,0.943,-3.357,23.499,-9.277
0.044,0.028,0.939,-1.282,23.560,-5.920
0.066,0.051,0.955,0.366,23.010,-2.747
0.082,0.076,0.961,0.122,22.766,-0.549
0.092,0.092,0.970,-1.099,23.682,0.854
0.082,0.092,1.000,-2.686,24.719,1.892
0.106,0.112,1.050,-3.845,25.757,3.052
0.123,0.142,1.085,-4.395,28.015,3.174
0.131,0.153,1.089,-2.930,31.738,1.648
0.127,0.149,1.085,-1.831,34.912,-0.610
0.130,0.145,1.090,-1.587,38.025,-1.892
0.136,0.143,1.089,-1.892,40.955,-2.747
0.146,0.143,1.077,-2.625,43.152,-3.540
0.141,0.126,1.098,-2.747,44.983,-4.089
0.143,0.113,1.168,-2.747,48.523,-3.784
0.161,0.122,1.202,-2.808,54.504,-2.991
0.168,0.131,1.183,-2.258,61.584,-2.502
0.177,0.131,1.151,-2.258,68.115,-2.747
0.190,0.145,1.106,-3.113,72.327,-3.235
0.203,0.148,1.050,-3.784,74.280,-4.333
0.192,0.133,1.013,-4.150,74.219,-6.287
0.205,0.114,1.017,-4.761,72.021,-6.958
0.207,0.100,1.098,-5.127,70.862,-5.493
0.227,0.100,1.219,-5.005,73.669,-3.296
0.240,0.102,1.331,-4.578,82.642,-1.465

-1.318,-0.251,1.868,33.203,-569.519,59.570
-1.104,-0.187,2.818,10.315,-558.105,80.933
-0.932,0.015,3.542,-10.925,-526.184,109.009
-0.588,0.368,3.971,-28.809,-422.852,114.807
-0.370,0.584,3.993,-38.269,-297.913,94.604
-0.358,0.577,3.691,-32.288,-199.341,55.359
-0.374,0.400,3.307,-23.743,-122.925,15.747
-0.381,0.216,2.966,-20.569,-69.763,-6.775
-0.371,0.126,2.714,-18.921,-37.537,-11.963
-0.309,0.110,2.492,-12.695,-15.808,-9.949
-0.228,0.131,2.282,-1.099,-0.305,-8.972
-0.145,0.141,2.051,14.160,13.733,-11.414
-0.076,0.133,1.797,27.893,27.283,-15.991
-0.001,0.120,1.535,34.851,39.978,-18.799
0.051,0.115,1.308,32.898,49.683,-19.531
0.095,0.109,1.135,24.353,56.152,-18.005
0.123,0.105,1.008,14.038,59.265,-14.587
0.141,0.117,0.942,4.578,59.631,-10.559
0.149,0.131,0.912,0.244,55.359,-7.568
0.153,0.154,0.902,-0.916,50.415,-5.310
0.149,0.174,0.879,0.427,46.326,-4.211
0.123,0.185,0.856,2.197,41.992,-3.784
0.102,0.188,0.849,1.770,37.476,-2.991
0.092,0.196,0.864,-1.099,32.288,-1.160
0.090,0.206,0.896,-4.578,28.748,1.465
0.085,0.220,0.933,-7.202,27.649,3.540
0.086,0.236,0.946,-8.179,28.015,4.639
0.083,0.241,0.945,-7.690,28.687,3.601
0.077,0.243,0.936,-7.019,29.419,1.465
0.066,0.230,0.916,-6.653,29.297,-1.343
0.057,0.204,0.898,-7.141,28.809,-3.662
0.053,0.170,0.890,-7.874,28.076,-4.883
0.051,0.139,0.879,-8.667,27.161,-5.188
0.056,0.125,0.877,-8.728,25.818,-4.517
0.059,0.118,0.870,-7.935,24.475,-3.906
0.065,0.110,0.862,-7.874,22.827,-3.845
0.077,0.104,0.854,-8.057,22.156,-3.357
0.085,0.102,0.845,-7.935,22.034,-2.380
0.082,0.100,0.838,-6.653,21.606,-1.404
0.093,0.113,0.847,-4.333,20.203,-0.366
0.105,0.126,0.859,-2.319,18.494,0.549
0.097,0.129,0.885,-1.221,16.541,0.732
0.116,0.137,0.937,-1.221,15.137,1.160
0.132,0.163,0.993,-1.770,15.503,1.282
0.143,0.178,1.026,-2.258,17.273,-0.183
0.150,0.171,1.079,-4.089,19.836,-2.197
0.163,0.163,1.159,-6.714,23.743,-3.479
0.177,0.160,1.231,-8.911,29.419,-4.822
0.197,0.151,1.317,-9.705,38.025,-5.615
0.221,0.159,1.415,-9.827,49.194,-5.798
0.229,0.175,1.465,-8.118,63.782,-7.080
0.207,0.172,1.452,-5.432,79.041,-9.583
0.202,0.161,1.426,-3.296,91.309,-12.146
0.221,0.164,1.415,-3.174,100.708,-13.611
0.218,0.150,1.423,-3.906,109.192,-15.015
0.236,0.130,1.480,-5.005,117.920,-15.259
0.252,0.135,1.536,-6.470,129.333,-14.771
0.271,0.142,1.523,-5.371,143.127,-15.198
0.271,0.138,1.456,-2.747,155.518,-16.724
0.297,0.149,1.353,-0.671,163.147,-19.348

-0.668,-0.338,-1.983,29.175,-285.278,-3.052
-0.818,-0.378,-1.872,16.052,-371.826,16.724
-1.014,-0.349,-1.621,-5.615,-450.745,47.058
-1.218,-0.256,-1.246,-26.062,-525.879,81.604
-1.470,-0.141,-0.685,-38.086,-598.999,111.572
-1.704,-0.091,0.001,-37.354,-665.161,132.629
-1.645,0.068,1.223,-29.724,-713.806,143.616
-1.723,0.240,2.241,-2.991,-749.634,153.809
-1.637,0.158,2.836,39.978,-731.567,151.062
-1.413,0.134,3.550,43.945,-656.555,136.902
-1.145,0.343,4.000,7.141,-553.955,126.770
-0.578,0.591,4.000,-35.767,-411.987,121.094
-0.401,0.733,4.000,-61.646,-303.284,120.544
-0.386,0.803,3.933,-65.674,-221.802,99.243
-0.321,0.648,3.555,-50.354,-122.681,51.331
-0.375,0.442,3.139,-22.522,-63.660,16.724
-0.389,0.312,2.731,2.319,-29.419,0.305
-0.325,0.277,2.386,17.395,0.488,-4.517
-0.231,0.280,2.066,25.330,18.555,-4.578
-0.120,0.305,1.801,30.273,26.245,-5.493
-0.020,0.307,1.572,32.532,33.569,-9.766
0.059,0.294,1.369,32.898,40.283,-14.954
0.119,0.285,1.193,31.128,46.997,-18.738
0.151,0.274,1.033,28.687,51.697,-21.118
0.177,0.260,0.906,25.513,53.162,-21.606
0.192,0.254,0.817,21.729,52.002,-20.264
0.200,0.261,0.770,18.311,49.194,-17.395
0.192,0.275,0.746,17.151,45.044,-14.648
0.180,0.289,0.748,17.761,38.513,-13.306
0.176,0.293,0.753,19.287,33.447,-13.123
0.167,0.287,0.746,20.752,29.785,-13.428
0.134,0.286,0.749,21.545,27.466,-13.855
0.097,0.276,0.762,21.240,25.513,-13.489
0.062,0.257,0.811,18.616,22.400,-13.306
0.055,0.265,0.877,13.550,17.578,-13.550
0.034,0.259,0.942,7.629,15.564,-14.832
0.006,0.203,1.005,2.502,17.517,-16.663
-0.007,0.162,1.136,-2.563,20.996,-18.005
0.012,0.162,1.270,-8.118,27.222,-17.334
0.024,0.152,1.346,-10.254,38.818,-17.761
0.035,0.140,1.357,-8.728,53.467,-20.325
0.028,0.132,1.337,-6.042,67.505,-23.315
0.027,0.115,1.263,-3.479,78.369,-26.550
0.021,0.089,1.180,-0.793,86.670,-27.649
0.039,0.078,1.107,-0.305,90.515,-26.733
0.065,0.083,1.047,-0.366,91.736,-24.475
0.099,0.093,1.000,-0.366,92.224,-21.729
0.118,0.101,0.970,0.488,92.896,-19.653
0.140,0.105,0.955,2.014,93.262,-18.311
0.171,0.111,0.969,4.272,94.238,-16.296
0.199,0.124,0.981,6.653,95.886,-15.076
0.219,0.121,0.982,8.972,98.328,-14.404
0.227,0.125,0.969,11.108,100.281,-14.587
0.241,0.115,0.951,12.756,101.257,-14.465
0.248,0.105,0.977,10.559,99.731,-13.428
0.279,0.104,0.995,6.348,96.924,-11.719
0.276,0.096,0.979,3.784,92.896,-11.169
0.294,0.087,0.994,1.709,88.806,-10.254
0.338,0.086,1.053,-1.709,85.571,-9.033
0.365,0.089,1.092,-3.357,86.060,-8.362

-1.613,0.093,1.986,52.551,-791.870,107.178
-1.422,0.099,2.798,57.861,-756.042,110.779
-1.178,0.056,3.562,55.908,-688.293,105.957
-0.863,0.319,4.000,27.405,-574.402,104.370
-0.644,0.460,4.000,-0.366,-427.795,99.609
-0.499,0.562,4.000,-19.714,-273.376,77.271
-0.475,0.561,3.839,-23.560,-155.396,42.053
-0.451,0.348,3.352,-7.263,-71.411,4.333
-0.318,0.154,2.883,13.611,6.226,-30.396
-0.281,-0.008,2.439,23.315,65.430,-48.523
-0.448,-0.032,2.078,29.724,57.678,-37.537
-0.344,0.026,1.752,27.893,49.744,-19.775
-0.107,0.075,1.490,21.301,70.068,-12.451
-0.023,0.134,1.330,18.188,74.585,-10.620
0.062,0.168,1.178,18.982,73.181,-12.390
0.139,0.171,1.054,22.888,74.585,-16.174
0.193,0.166,0.954,26.794,73.975,-18.860
0.202,0.160,0.865,29.419,72.449,-19.897
0.205,0.152,0.797,29.663,70.984,-19.043
0.205,0.151,0.765,28.320,67.566,-16.479
0.214,0.156,0.770,25.574,63.477,-13.306
0.222,0.168,0.802,21.362,61.157,-9.766
0.210,0.169,0.849,16.541,60.791,-6.592
0.207,0.186,0.896,11.230,61.401,-3.784
0.197,0.204,0.923,6.348,62.073,-1.831
0.193,0.223,0.948,1.892,62.317,-1.099
0.200,0.233,0.960,-1.282,62.622,-1.648
0.198,0.229,0.957,-2.197,62.439,-3.601
0.193,0.217,0.945,-1.099,60.059,-6.592
0.189,0.191,0.927,0.183,56.030,-10.132
0.188,0.161,0.915,0.488,52.368,-12.268
0.186,0.140,0.906,-0.244,49.805,-12.695
0.185,0.120,0.902,-1.099,47.546,-12.817
0.197,0.103,0.894,-1.587,45.105,-13.000
0.210,0.084,0.883,-1.587,42.236,-13.062
0.211,0.057,0.865,-1.099,40.100,-12.878
0.226,0.049,0.847,-0.854,38.513,-11.475
0.232,0.055,0.830,-1.038,36.316,-9.460
0.231,0.055,0.810,-0.977,33.447,-7.812
0.239,0.061,0.800,-1.282,29.480,-6.348
0.248,0.065,0.793,-0.854,24.597,-4.822
0.252,0.071,0.790,0.427,19.653,-4.395
0.264,0.073,0.786,2.502,15.137,-3.845
0.263,0.073,0.791,4.700,10.925,-3.784
0.266,0.072,0.806,6.531,7.446,-3.967
0.277,0.073,0.825,7.385,4.639,-3.967
0.278,0.071,0.850,8.057,3.601,-4.211
0.273,0.074,0.874,8.301,3.845,-5.066
0.275,0.074,0.880,7.812,4.517,-5.798
0.275,0.068,0.879,6.592,5.188,-6.592
0.257,0.052,0.898,5.249,6.287,-6.958
0.273,0.055,0.935,3.540,7.202,-6.409
0.281,0.056,0.948,2.014,8.423,-6.287
0.272,0.046,0.952,1.831,9.521,-6.897
0.272,0.022,0.979,2.136,10.620,-6.409
0.305,0.026,1.024,1.709,11.047,-4.639
0.321,0.028,1.056,2.136,13.062,-3.174
0.319,0.013,1.087,3.174,16.174,-2.258
0.334,-0.001,1.157,2.930,19.470,-0.610
0.371,0.016,1.234,1.465,24.292,2.136

0.530,0.087,1.878,5.005,196.777,11.292
0.485,0.094,1.690,14.404,231.750,6.104
0.453,0.099,1.487,17.029,253.845,1.343
0.426,0.084,1.277,14.526,264.709,-1.221
0.428,0.072,1.139,9.460,268.188,-0.916
0.443,0.050,1.073,2.380,267.578,2.075
0.479,0.039,1.028,-2.563,267.151,6.836
0.502,0.063,0.952,-4.395,268.921,11.169
0.505,0.083,0.810,-3.784,271.606,13.123
0.500,0.107,0.639,-4.028,270.569,13.245
0.491,0.127,0.461,-5.981,264.709,12.390
0.501,0.147,0.309,-10.864,255.676,11.536
0.500,0.158,0.162,-17.151,244.812,10.376
0.494,0.160,0.059,-25.391,231.506,8.301
0.507,0.158,-0.024,-32.410,215.698,5.432
0.520,0.156,-0.085,-35.706,197.083,2.502
0.526,0.152,-0.135,-35.095,179.443,-0.549
0.536,0.150,-0.176,-31.311,162.170,-3.418
0.551,0.146,-0.225,-24.658,145.325,-5.920
0.554,0.149,-0.269,-17.761,127.502,-8.362
0.561,0.146,-0.297,-13.672,110.596,-9.827
0.578,0.144,-0.286,-12.634,94.482,-9.888
0.606,0.145,-0.253,-13.611,79.407,-9.460
0.633,0.143,-0.229,-13.855,66.772,-9.460
0.663,0.132,-0.217,-13.611,54.749,-10.559
0.691,0.127,-0.206,-13.428,42.969,-11.902
0.708,0.112,-0.207,-12.634,30.273,-13.672
0.723,0.084,-0.206,-11.536,16.968,-15.015
0.734,0.056,-0.177,-10.742,3.479,-15.076
0.757,0.035,-0.125,-9.399,-9.216,-13.550
0.781,0.023,-0.058,-7.874,-20.630,-11.230
0.816,0.021,0.015,-6.531,-27.893,-8.972
0.843,0.019,0.073,-6.165,-31.677,-6.836
0.867,0.017,0.124,-6.531,-33.142,-4.822
0.889,0.020,0.159,-7.446,-33.447,-2.930
0.903,0.029,0.187,-8.240,-34.241,-1.709
0.921,0.036,0.209,-9.094,-35.278,-0.916
0.934,0.036,0.230,-10.437,-36.377,-0.061
0.948,0.040,0.248,-11.780,-37.964,0.671
0.963,0.048,0.265,-11.963,-39.063,1.831
0.975,0.058,0.287,-12.512,-40.344,2.869
0.981,0.062,0.321,-12.451,-41.138,3.357
0.990,0.072,0.365,-12.451,-39.856,3.967
0.987,0.078,0.397,-10.986,-37.598,4.272
0.983,0.075,0.423,-9.338,-34.668,3.845
0.981,0.076,0.453,-8.240,-31.372,3.540
0.974,0.071,0.465,-8.118,-27.100,3.784
0.965,0.067,0.466,-9.277,-22.217,4.944
0.952,0.062,0.461,-11.169,-16.968,6.958
0.939,0.064,0.452,-12.573,-12.756,8.972
0.927,0.076,0.433,-12.878,-8.972,11.047
0.915,0.089,0.406,-12.024,-5.005,12.207
0.899,0.099,0.383,-10.498,-1.526,11.902
0.888,0.104,0.355,-8.972,1.587,11.047
0.874,0.106,0.325,-8.057,4.883,9.705
0.861,0.112,0.299,-8.240,8.301,8.545
0.844,0.107,0.261,-9.033,11.780,7.324
0.832,0.104,0.229,-10.742,14.099,6.531
0.820,0.106,0.195,-12.512,14.709,5.981
0.802,0.106,0.159,-13.428,13.916,5.249
